Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,857,879,827,850,898,857,854,854
B1,813,810,803,826,802,814,817,824
B2,841,832,808,827,847,827,815,833
B3,885,872,910,1273,868,855,881,918
B4,871,832,863,863,866,859,855,883
B5,847,833,841,851,820,848,836,819
B6,878,837,859,857,861,1269,827,877
B7,876,874,838,851,843,877,859,842
B8,817,440,831,864,843,812,822,861
B9,1060,832,866,835,848,867,854,852
B10,824,834,828,832,826,828,815,822
B11,844,862,854,897,857,840,834,847
B12,836,824,831,848,835,836,839,851
B13,827,816,453,851,829,822,817,811
B14,849,854,837,850,847,858,858,844
B15,818,831,826,828,835,850,842,842
