Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1240,1237,1208,1232,1261,1242,1224,1226
B1,1178,1163,1163,1189,1162,1182,1178,1177
B2,1209,1210,1194,1211,1202,1224,1194,1207
B3,1317,1303,1309,1702,1295,1297,1305,1324
B4,1295,1253,1272,1304,1273,1284,1276,1282
B5,1215,1204,1209,1222,1192,1220,1203,1194
B6,1333,1307,1322,1335,1308,1690,1296,1318
B7,1445,1432,1375,1399,1393,1430,1423,1366
B8,1223,401,1226,1260,1243,1230,1225,1248
B9,3356,1358,1343,1361,1346,1353,1345,1388
B10,1379,1388,1389,1388,1389,1365,1373,1374
B11,1430,1453,1436,1487,1442,1404,1407,1386
B12,1408,1373,1378,1371,1382,1379,1372,1396
B13,1216,1198,407,1239,1210,1219,1204,1197
B14,1409,1397,1398,1413,1395,1412,1428,1367
B15,1375,1410,1394,1389,1409,1402,1430,1431
