Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,871,892,843,867,908,874,872,864
B1,834,830,821,838,819,830,829,847
B2,860,856,829,848,870,848,831,854
B3,909,888,929,1273,886,872,905,945
B4,891,852,879,887,883,877,878,902
B5,865,851,857,873,837,849,851,833
B6,901,866,888,874,882,1275,847,894
B7,897,891,857,880,862,891,877,857
B8,828,438,840,870,855,828,839,870
B9,1083,845,879,861,864,883,871,866
B10,838,844,844,840,837,843,831,833
B11,860,878,866,917,867,856,848,861
B12,850,818,837,860,848,850,853,864
B13,839,820,454,861,838,830,826,827
B14,865,864,855,870,863,874,875,849
B15,830,851,840,844,850,852,855,854
