Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,873,892,843,867,905,870,871,864
B1,830,828,820,840,820,831,832,842
B2,860,855,829,847,856,846,828,857
B3,920,895,929,1273,886,871,901,941
B4,881,851,878,888,882,877,880,903
B5,862,852,850,870,838,860,855,833
B6,900,864,883,875,876,1278,834,897
B7,901,893,859,878,855,894,879,861
B8,831,440,833,873,858,829,844,868
B9,1074,847,881,852,863,884,870,857
B10,838,848,841,842,841,837,828,836
B11,860,872,864,914,870,855,851,860
B12,848,820,850,860,855,850,840,864
B13,838,825,453,857,839,835,833,824
B14,863,865,851,863,861,874,871,857
B15,833,847,841,843,850,865,859,857
