Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,876,888,842,866,907,873,862,861
B1,832,828,813,839,818,831,832,846
B2,863,857,829,854,859,843,833,858
B3,906,891,925,1268,886,867,907,941
B4,892,833,877,888,882,876,878,907
B5,863,847,861,868,838,858,854,840
B6,901,868,888,876,880,1272,868,895
B7,895,892,857,880,856,893,879,861
B8,833,440,843,873,858,834,843,869
B9,1073,846,881,853,864,886,869,866
B10,837,846,840,839,838,841,829,837
B11,860,882,865,915,868,858,852,862
B12,849,836,846,860,848,846,853,864
B13,838,833,453,861,838,834,829,824
B14,865,866,850,864,861,872,871,856
B15,832,842,841,842,851,864,857,857
