Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2185,2157,2147,2164,2196,2177,2169,2156
B1,2155,2136,2131,2124,2118,2128,2151,2141
B2,2161,2161,2108,2134,2144,2132,2127,2159
B3,2192,2152,2193,3741,2159,2134,2154,2142
B4,2140,2137,2129,2106,2156,2135,2140,2149
B5,2198,2152,2188,2164,2148,2171,2139,2155
B6,2209,2122,2175,2125,2119,3733,2131,2138
B7,2168,2155,2148,2155,2137,2134,2165,2135
B8,2170,378,2147,2175,2175,2173,2149,2176
B9,3539,2128,2117,2106,2149,2106,2135,2138
B10,2146,2135,2120,2124,2136,2120,2137,2122
B11,2199,2248,2186,2209,2189,2165,2194,2188
B12,2211,2205,2150,2151,2176,2150,2141,2197
B13,2155,2137,387,2190,2166,2145,2156,2120
B14,2180,2144,2158,2159,2171,2149,2173,2152
B15,2141,2164,2169,2168,2181,2170,2180,2176
