Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2185,2160,2138,2171,2178,2172,2174,2154
B1,2157,2144,2127,2127,2126,2116,2147,2142
B2,2148,2162,2102,2134,2149,2136,2129,2163
B3,2194,2155,2186,3741,2156,2101,2155,2134
B4,2152,2120,2128,2100,2151,2132,2149,2158
B5,2196,2147,2183,2152,2154,2176,2136,2145
B6,2188,2113,2167,2151,2129,3743,2127,2151
B7,2167,2167,2144,2154,2141,2139,2164,2140
B8,2164,380,2146,2164,2174,2172,2149,2158
B9,3523,2136,2121,2111,2154,2105,2127,2133
B10,2128,2145,2136,2136,2135,2115,2138,2124
B11,2193,2248,2177,2207,2187,2164,2167,2174
B12,2204,2208,2135,2162,2166,2160,2137,2188
B13,2162,2137,389,2178,2164,2143,2149,2122
B14,2183,2150,2149,2157,2167,2154,2179,2134
B15,2151,2163,2175,2156,2177,2169,2178,2175
