Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2186,2159,2141,2150,2185,2191,2192,2164
B1,2157,2134,2125,2124,2108,2128,2158,2149
B2,2154,2152,2099,2133,2141,2132,2127,2162
B3,2190,2158,2175,3739,2161,2131,2125,2141
B4,2140,2128,2133,2115,2154,2145,2130,2160
B5,2202,2140,2184,2160,2158,2175,2127,2152
B6,2206,2123,2183,2146,2124,3738,2141,2136
B7,2162,2162,2140,2136,2129,2131,2161,2152
B8,2185,379,2152,2163,2173,2160,2153,2179
B9,3549,2127,2121,2115,2141,2097,2151,2145
B10,2143,2144,2139,2125,2136,2117,2124,2125
B11,2193,2250,2167,2204,2182,2159,2188,2189
B12,2214,2200,2151,2148,2177,2152,2139,2189
B13,2176,2134,388,2181,2168,2133,2140,2124
B14,2180,2178,2164,2174,2169,2153,2189,2131
B15,2156,2168,2166,2142,2167,2140,2176,2177
