Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1848,1868,1791,1837,1893,1847,1900,1837
B1,1856,1821,1821,1823,1801,1813,1849,1856
B2,1863,1882,1793,1823,1870,1828,1824,1894
B3,1885,1856,1927,3752,1874,1832,1870,1819
B4,1832,1821,1828,1780,1845,1887,1846,1863
B5,1926,1828,1905,1862,1856,1889,1844,1849
B6,1887,1798,1879,1840,1838,3735,1834,1875
B7,1859,1883,1865,1855,1836,1823,1875,1828
B8,1871,399,1854,1899,1902,1887,1865,1914
B9,3504,1810,1813,1824,1814,1796,1828,1841
B10,1831,1841,1844,1822,1836,1817,1827,1822
B11,1867,1928,1884,1938,1904,1844,1871,1870
B12,1933,1957,1849,1859,1873,1865,1835,1931
B13,1878,1836,410,1897,1878,1853,1849,1824
B14,1891,1841,1821,1863,1872,1876,1871,1815
B15,1834,1875,1893,1864,1919,1872,1913,1889
