Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2410,2395,2372,2384,2412,2398,2414,2391
B1,2381,2365,2361,2361,2366,2362,2377,2381
B2,2389,2395,2351,2386,2398,2370,2367,2408
B3,2459,2402,2420,3792,2408,2365,2395,2404
B4,2390,2360,2366,2352,2387,2381,2383,2387
B5,2441,2375,2417,2388,2390,2411,2370,2400
B6,2448,2355,2395,2388,2358,3789,2374,2379
B7,2388,2397,2379,2385,2375,2353,2394,2377
B8,2412,353,2387,2443,2410,2398,2395,2451
B9,3604,2380,2385,2380,2394,2384,2421,2366
B10,2388,2394,2365,2353,2372,2343,2351,2364
B11,2404,2437,2393,2433,2406,2375,2387,2398
B12,2406,2408,2370,2378,2386,2393,2366,2397
B13,2397,2367,360,2396,2394,2381,2390,2363
B14,2417,2379,2381,2387,2419,2397,2410,2377
B15,2386,2410,2384,2384,2395,2405,2399,2408
