Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2405,2419,2363,2386,2413,2396,2415,2407
B1,2396,2375,2357,2359,2359,2360,2368,2374
B2,2392,2402,2345,2368,2384,2386,2371,2406
B3,2456,2404,2420,3791,2415,2381,2383,2390
B4,2380,2370,2379,2350,2385,2379,2380,2381
B5,2433,2381,2418,2392,2385,2395,2370,2399
B6,2438,2355,2402,2378,2361,3794,2367,2375
B7,2384,2393,2373,2386,2375,2378,2384,2376
B8,2401,357,2389,2449,2414,2411,2392,2438
B9,3611,2375,2391,2375,2415,2380,2424,2359
B10,2395,2383,2375,2355,2376,2346,2365,2365
B11,2397,2436,2408,2434,2415,2359,2395,2400
B12,2387,2405,2368,2387,2393,2385,2374,2415
B13,2399,2376,359,2397,2395,2375,2394,2360
B14,2412,2392,2382,2394,2406,2401,2410,2375
B15,2393,2394,2389,2387,2395,2371,2408,2408
