Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1065,1073,1024,1057,1088,1064,1061,1045
B1,1005,999,995,1019,994,1007,1006,1017
B2,1043,1027,1003,1026,1031,1022,1008,1033
B3,1118,1106,1129,1463,1082,1084,1113,1141
B4,1082,1041,1068,1097,1069,1067,1073,1093
B5,1048,1034,1038,1051,1018,1045,1034,1013
B6,1112,1071,1100,1090,1086,1435,1061,1108
B7,1085,1079,1046,1075,1040,1085,1072,1047
B8,1007,422,1012,1043,1027,1006,1013,1036
B9,1305,1031,1059,1046,1048,1075,1058,1055
B10,1009,1021,1015,1016,1012,1017,998,1009
B11,1043,1047,1044,1096,1044,1040,1028,1039
B12,1029,1009,1019,1043,1026,1032,1033,1043
B13,1011,999,429,1039,1009,1009,1004,993
B14,1039,1042,1028,1047,1035,1046,1048,1034
B15,1007,1018,1015,1025,1023,1044,1032,1033
