Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1694,1678,1670,1677,1734,1706,1708,1680
B1,1657,1641,1631,1644,1619,1622,1652,1667
B2,1669,1675,1589,1611,1649,1624,1627,1683
B3,1696,1653,1725,3677,1691,1627,1665,1617
B4,1651,1629,1636,1639,1657,1666,1649,1706
B5,1747,1673,1740,1694,1670,1708,1677,1658
B6,1682,1605,1651,1635,1633,3690,1657,1664
B7,1660,1685,1650,1659,1637,1623,1681,1652
B8,1682,421,1681,1676,1690,1686,1680,1682
B9,3454,1617,1627,1636,1623,1625,1622,1634
B10,1646,1658,1648,1623,1648,1620,1622,1639
B11,1684,1762,1696,1747,1727,1655,1717,1687
B12,1724,1759,1639,1674,1679,1663,1650,1732
B13,1678,1637,429,1707,1676,1639,1655,1607
B14,1701,1650,1652,1658,1682,1676,1704,1621
B15,1637,1687,1693,1673,1700,1670,1693,1689
