Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1441,1457,1365,1387,1491,1428,1424,1431
B1,1362,1343,1339,1358,1343,1351,1370,1372
B2,1413,1405,1369,1362,1403,1386,1360,1407
B3,1405,1377,1387,3590,1360,1354,1371,1412
B4,1463,1372,1415,1432,1410,1397,1429,1434
B5,1412,1396,1409,1397,1368,1399,1393,1359
B6,1439,1360,1405,1395,1369,3599,1368,1387
B7,1488,1435,1382,1417,1416,1451,1430,1394
B8,1355,426,1366,1425,1389,1342,1367,1403
B9,3355,1367,1366,1383,1368,1383,1378,1410
B10,1399,1417,1410,1407,1421,1395,1398,1391
B11,1452,1481,1456,1529,1465,1423,1429,1413
B12,1443,1405,1404,1399,1411,1409,1405,1430
B13,1244,1220,404,1269,1240,1245,1226,1219
B14,1447,1441,1430,1450,1433,1451,1474,1412
B15,1399,1438,1421,1412,1437,1435,1457,1459
