Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2097,2063,2046,2067,2104,2052,2075,2085
B1,2070,2041,2027,2021,2013,2018,2052,2055
B2,2063,2078,2001,2015,2051,2028,2032,2068
B3,2096,2056,2110,3763,2064,2031,2052,2022
B4,2055,2022,2050,2032,2056,2046,2049,2088
B5,2111,2039,2094,2057,2051,2075,2048,2052
B6,2093,2005,2069,2051,2014,3777,2043,2057
B7,2050,2083,2051,2067,2050,2021,2082,2057
B8,2085,386,2050,2088,2093,2084,2063,2098
B9,3552,2033,2004,2015,2031,2030,2034,2047
B10,2031,2045,2042,2026,2043,2010,2029,2029
B11,2100,2107,2075,2100,2088,2041,2060,2070
B12,2126,2132,2057,2047,2084,2050,2035,2111
B13,2081,2033,390,2093,2074,2046,2063,2025
B14,2114,2076,2057,2073,2096,2086,2098,2047
B15,2056,2067,2085,2069,2093,2054,2095,2087
