Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,964,972,925,949,984,955,955,946
B1,909,901,896,916,889,910,908,920
B2,939,929,905,921,935,924,922,933
B3,1005,985,1023,1339,972,966,993,1034
B4,977,940,965,981,963,960,963,983
B5,946,933,937,956,917,942,927,899
B6,1002,956,985,975,973,1324,945,996
B7,978,973,940,967,946,979,966,944
B8,916,431,920,953,933,907,919,951
B9,1182,930,964,939,952,974,959,950
B10,916,923,918,922,923,922,907,915
B11,926,956,954,997,935,947,934,948
B12,934,918,931,941,928,930,934,946
B13,917,914,440,942,919,916,914,903
B14,945,947,933,950,944,952,953,937
B15,913,926,919,926,932,948,939,936
