Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2392,2379,2352,2377,2390,2379,2397,2380
B1,2353,2338,2326,2329,2330,2328,2351,2350
B2,2375,2374,2313,2344,2362,2340,2337,2390
B3,2397,2369,2381,3777,2370,2344,2357,2364
B4,2353,2327,2351,2333,2358,2375,2362,2365
B5,2414,2350,2385,2362,2361,2355,2347,2353
B6,2413,2310,2362,2360,2334,3782,2330,2341
B7,2379,2368,2346,2360,2350,2338,2364,2328
B8,2399,352,2367,2487,2386,2393,2378,2502
B9,3608,2350,2370,2364,2405,2355,2397,2340
B10,2361,2350,2328,2346,2347,2319,2332,2345
B11,2386,2425,2368,2397,2392,2344,2368,2367
B12,2393,2394,2349,2380,2366,2359,2334,2384
B13,2375,2347,366,2377,2402,2350,2362,2331
B14,2398,2359,2349,2387,2392,2371,2379,2343
B15,2347,2358,2376,2360,2384,2360,2380,2376
