Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1259,1258,1207,1244,1281,1256,1239,1236
B1,1184,1171,1164,1198,1167,1186,1183,1185
B2,1217,1208,1183,1205,1209,1204,1192,1210
B3,1322,1306,1314,1699,1292,1300,1314,1328
B4,1277,1233,1257,1289,1253,1271,1263,1255
B5,1228,1202,1212,1231,1195,1226,1209,1194
B6,1319,1276,1297,1304,1283,1669,1275,1300
B7,1457,1456,1373,1418,1369,1440,1440,1370
B8,1193,405,1193,1227,1207,1192,1194,1215
B9,3380,1316,1345,1318,1335,1372,1355,1340
B10,1337,1366,1359,1338,1360,1346,1334,1335
B11,1384,1417,1393,1468,1407,1360,1369,1392
B12,1391,1343,1367,1381,1380,1365,1376,1402
B13,1193,1178,409,1219,1192,1194,1189,1178
B14,1220,1223,1210,1238,1212,1238,1230,1216
B15,1197,1206,1198,1217,1211,1234,1216,1219
