Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2093,2059,2053,2066,2102,2069,2094,2075
B1,2054,2038,2028,2031,2019,2029,2053,2045
B2,2056,2069,1997,2013,2050,2030,2023,2068
B3,2080,2064,2108,3769,2064,2033,2055,2022
B4,2050,2038,2036,2009,2067,2057,2055,2076
B5,2108,2043,2100,2065,2049,2066,2051,2051
B6,2099,2011,2065,2048,2014,3775,2039,2056
B7,2044,2076,2051,2062,2048,2023,2075,2051
B8,2087,383,2053,2090,2088,2083,2059,2103
B9,3548,2021,2028,2016,2029,2024,2044,2041
B10,2018,2043,2041,2025,2040,2023,2020,2020
B11,2090,2105,2078,2103,2084,2042,2055,2068
B12,2136,2125,2061,2047,2081,2062,2044,2108
B13,2080,2043,386,2101,2075,2043,2072,2021
B14,2100,2078,2062,2069,2077,2100,2103,2051
B15,2050,2076,2081,2073,2098,2070,2087,2092
