Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2099,2064,2048,2070,2101,2079,2081,2086
B1,2058,2039,2029,2023,2017,2026,2043,2057
B2,2055,2074,2002,2009,2050,2034,2033,2078
B3,2100,2053,2107,3774,2068,2028,2059,2019
B4,2053,2022,2041,2025,2053,2044,2042,2070
B5,2109,2036,2096,2072,2051,2071,2044,2051
B6,2097,2009,2075,2047,2016,3781,2036,2053
B7,2044,2080,2057,2061,2040,2024,2069,2068
B8,2080,384,2041,2083,2089,2083,2062,2093
B9,3546,2019,2022,2019,2030,2029,2033,2044
B10,2036,2045,2045,2019,2045,2022,2026,2022
B11,2075,2106,2072,2097,2114,2035,2044,2067
B12,2126,2125,2066,2046,2077,2058,2033,2107
B13,2081,2037,395,2091,2076,2050,2068,2035
B14,2108,2075,2063,2073,2096,2081,2102,2047
B15,2047,2076,2083,2061,2091,2070,2098,2088
