Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,845,866,820,837,878,845,843,835
B1,808,805,797,813,799,807,810,819
B2,837,831,800,820,831,819,805,826
B3,877,865,896,1264,861,843,872,907
B4,865,824,854,856,865,851,850,879
B5,837,826,832,843,813,834,829,811
B6,863,844,851,838,855,1269,823,866
B7,875,870,836,860,831,868,855,836
B8,806,443,820,850,832,808,816,848
B9,1051,823,860,827,842,860,847,846
B10,817,826,821,820,823,821,809,817
B11,836,851,845,882,847,831,826,832
B12,824,817,829,838,827,830,830,844
B13,817,800,454,841,818,811,811,802
B14,844,846,830,843,842,852,853,835
B15,808,821,821,822,823,843,834,830
