Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,852,880,820,842,880,847,844,837
B1,806,805,795,814,795,809,811,820
B2,833,831,802,823,833,821,807,826
B3,875,861,896,1262,861,846,871,911
B4,861,825,853,856,863,852,846,875
B5,842,826,833,846,814,835,832,812
B6,867,844,857,843,861,1267,821,869
B7,874,875,837,861,834,871,861,844
B8,807,433,820,852,832,809,819,848
B9,1052,823,870,828,847,859,849,848
B10,817,827,819,821,821,819,815,834
B11,839,854,845,884,849,848,828,832
B12,828,817,825,838,828,826,832,844
B13,816,797,455,842,814,816,812,807
B14,842,845,831,846,844,839,847,840
B15,811,824,819,820,829,857,835,837
