Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,845,866,822,839,881,847,842,837
B1,809,803,795,815,795,808,810,822
B2,829,830,805,825,832,817,808,829
B3,877,870,896,1257,861,847,873,908
B4,863,829,855,853,863,851,848,878
B5,842,828,833,843,812,832,829,812
B6,866,847,857,845,851,1267,818,869
B7,874,869,836,857,834,869,858,835
B8,809,443,819,851,830,808,818,845
B9,1047,826,859,830,839,859,844,847
B10,820,825,821,820,821,820,809,815
B11,837,857,844,882,846,834,826,832
B12,831,818,823,837,833,831,828,843
B13,817,805,455,841,813,811,811,803
B14,844,853,832,844,841,855,852,836
B15,810,821,819,820,829,857,834,838
