Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2116,2127,2124,2150,2168,2157,2169,2136
B1,2126,2111,2094,2094,2089,2092,2139,2122
B2,2137,2132,2071,2092,2110,2101,2101,2143
B3,2195,2150,2195,3723,2163,2122,2155,2133
B4,2105,2094,2103,2088,2120,2152,2111,2128
B5,2183,2111,2166,2133,2125,2160,2123,2123
B6,2176,2083,2147,2123,2107,3732,2087,2126
B7,2134,2133,2114,2115,2112,2103,2133,2118
B8,2141,380,2127,2146,2160,2142,2128,2161
B9,3530,2111,2116,2096,2119,2075,2111,2116
B10,2112,2119,2105,2109,2117,2087,2100,2100
B11,2157,2228,2156,2188,2184,2102,2167,2164
B12,2167,2175,2126,2135,2145,2123,2098,2178
B13,2138,2110,385,2153,2145,2114,2128,2092
B14,2162,2125,2126,2136,2147,2138,2157,2096
B15,2119,2136,2140,2125,2143,2127,2157,2139
