Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2159,2131,2124,2152,2173,2159,2130,2141
B1,2130,2111,2102,2103,2087,2100,2124,2128
B2,2127,2142,2074,2102,2112,2114,2110,2124
B3,2192,2162,2192,3724,2174,2138,2153,2126
B4,2111,2092,2107,2089,2097,2118,2112,2129
B5,2178,2117,2161,2130,2112,2154,2114,2122
B6,2176,2096,2130,2130,2128,3800,2090,2129
B7,2144,2136,2104,2121,2107,2102,2127,2107
B8,2147,384,2126,2169,2148,2142,2126,2167
B9,3542,2109,2120,2103,2109,2077,2121,2129
B10,2113,2117,2109,2099,2109,2099,2121,2106
B11,2151,2226,2153,2191,2183,2106,2151,2142
B12,2174,2185,2117,2132,2130,2115,2112,2161
B13,2147,2105,393,2162,2140,2111,2130,2099
B14,2161,2117,2121,2140,2155,2142,2139,2111
B15,2118,2128,2130,2131,2135,2132,2142,2137
