Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2007,1968,1969,1982,2013,1981,2002,1995
B1,1980,1954,1938,1942,1928,1944,1959,1965
B2,1968,1995,1908,1918,1970,1938,1938,1998
B3,2006,1969,2068,3746,1984,1942,1974,1939
B4,1961,1939,1944,1940,1963,1958,1957,1985
B5,2032,1959,2024,1969,1969,2001,1958,1966
B6,2000,1911,1976,1958,1941,3748,1951,1975
B7,1970,1981,1951,1959,1951,1936,1974,1960
B8,1994,391,1967,1997,2005,1987,1976,2001
B9,3524,1930,1951,1943,1929,1927,1941,1962
B10,1940,1964,1950,1932,1954,1932,1935,1944
B11,2001,2036,2003,2024,2017,1956,1992,1980
B12,2051,2043,1951,1959,1989,1971,1945,2023
B13,2010,1945,399,1998,1990,1953,1969,1928
B14,1981,2023,1943,1968,1981,1971,1976,1929
B15,1947,1989,1999,1965,2008,1985,1998,1984
