Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1996,1988,1957,1973,2005,1983,1995,1991
B1,1960,1945,1935,1950,1929,1938,1969,1962
B2,1964,1987,1911,1927,1953,1938,1942,1987
B3,2008,1967,2014,3743,1998,1953,1960,1956
B4,1963,1938,1951,1941,1968,1954,1954,1989
B5,2018,1953,2016,1976,1969,1994,1964,1959
B6,2003,1920,1982,1957,1949,3754,1949,1975
B7,1966,1973,1945,1966,1950,1940,1970,1956
B8,1995,392,1972,1999,1997,1986,1976,2002
B9,3520,1937,1945,1941,1930,1926,1962,1958
B10,1951,1957,1958,1927,1951,1935,1946,1943
B11,2008,2039,1995,2032,1992,1943,2012,1973
B12,2030,2028,1955,1968,1976,1961,1947,2013
B13,1978,1943,399,2005,1989,1937,1953,1928
B14,1984,2020,1958,1960,1975,1978,1975,1924
B15,1957,1984,1986,1976,1993,1982,1997,1986
