3767,3751,3746,3746,3748,3743,3745,3752
3778,3751,3759,3762,3761,3758,3752,3754
3771,3743,3744,3743,3744,3747,3749,3743
3779,3737,3739,3733,3744,3743,3739,3739
3766,3748,3745,3749,3749,3746,3743,3745
3772,3749,3748,3750,3754,3751,3748,3753
3772,3746,3743,3744,3748,3750,3750,3744
3783,500,3745,3764,3757,3754,3756,3761
3769,3746,3743,3745,3749,3747,3753,3742
3774,3754,3749,3755,3754,3746,3747,3744
3778,3757,3748,3754,3756,3756,3755,3750
3775,3757,3753,3751,3749,3748,3750,3748
3779,3752,3752,3752,516,3742,3753,3756
3779,3757,3755,3748,3752,3748,3748,3751
3820,3797,4019,4025,3795,3808,3796,3800
3771,3747,3750,3750,3754,3752,3748,3753
