3772,3748,3745,3748,3749,3745,3746,3751
3776,3756,3765,3759,3760,3759,3755,3755
3768,3745,3750,3747,3748,3750,3748,3743
3784,3742,3737,3744,3744,3742,3737,3737
3773,3759,3713,3747,3747,3749,3741,3739
3773,3752,3748,3747,3750,3752,3743,3750
3773,3745,3746,3747,3751,3749,3747,3744
3783,501,3745,3762,3757,3751,3755,3762
3769,3754,3745,3740,3748,3744,3746,3742
3774,3755,3713,3752,3749,3746,3750,3744
3771,3763,3747,3752,3755,3756,3756,3752
3769,3756,3751,3749,3747,3747,3748,3750
3780,3751,3752,3753,515,3739,3752,3754
3778,3756,3754,3747,3751,3746,3747,3745
3818,3797,4019,4022,3795,3803,3794,3806
3772,3748,3750,3750,3757,3758,3751,3753
