3767,3751,3746,3746,3748,3743,3745,3752
3778,3751,3759,3762,3761,3760,3753,3752
3770,3743,3744,3747,3745,3746,3748,3741
3782,3741,3738,3741,3745,3744,3739,3738
3769,3754,3744,3751,3750,3745,3740,3745
3776,3750,3748,3749,3751,3751,3745,3750
3774,3747,3745,3744,3748,3748,3750,3743
3782,502,3746,3762,3756,3763,3750,3767
3772,3745,3743,3752,3755,3747,3744,3742
3774,3752,3747,3751,3752,3746,3747,3744
3778,3757,3748,3754,3756,3756,3755,3750
3775,3757,3753,3751,3749,3748,3750,3748
3779,3752,3752,3752,516,3742,3753,3756
3779,3757,3755,3748,3752,3748,3748,3751
3820,3797,4019,4025,3795,3808,3796,3800
3771,3747,3750,3750,3754,3752,3748,3753
