3768,3750,3746,3748,3750,3742,3742,3750
3778,3755,3759,3762,3760,3760,3753,3752
3770,3743,3744,3747,3745,3746,3748,3741
3782,3741,3738,3741,3745,3744,3739,3738
3769,3754,3744,3751,3750,3745,3740,3745
3776,3750,3748,3749,3751,3751,3745,3750
3774,3747,3745,3744,3748,3748,3750,3743
3782,502,3746,3762,3756,3763,3750,3767
3772,3745,3743,3752,3755,3747,3744,3742
3774,3752,3747,3751,3752,3745,3750,3743
3774,3757,3750,3751,3755,3756,3756,3753
3772,3756,3750,3751,3749,3749,3750,3752
3777,3751,3752,3754,517,3744,3752,3755
3776,3758,3755,3749,3753,3750,3745,3750
3820,3796,4017,4020,3797,3803,3796,3804
3774,3749,3752,3751,3756,3754,3749,3752
