3767,3747,3746,3747,3750,3748,3749,3753
3777,3754,3760,3764,3760,3758,3752,3754
3771,3743,3744,3743,3744,3747,3749,3743
3779,3737,3739,3733,3744,3743,3739,3739
3766,3748,3745,3749,3749,3746,3743,3745
3772,3749,3748,3750,3754,3751,3748,3753
3772,3746,3743,3744,3748,3750,3750,3744
3783,500,3745,3764,3757,3754,3756,3761
3769,3746,3743,3745,3749,3747,3753,3742
3774,3754,3749,3755,3754,3749,3753,3744
3776,3759,3751,3753,3756,3755,3756,3750
3774,3764,3753,3753,3751,3748,3748,3747
3757,3751,3756,3759,515,3740,3752,3754
3777,3753,3755,3748,3753,3747,3748,3748
3819,3796,4019,4022,3794,3803,3794,3798
3772,3748,3751,3750,3755,3751,3746,3752
