3772,3748,3745,3748,3749,3745,3746,3751
3776,3756,3765,3759,3760,3758,3755,3756
3769,3744,3744,3746,3746,3746,3751,3742
3784,3743,3737,3739,3745,3743,3737,3737
3772,3756,3745,3750,3750,3744,3742,3742
3775,3753,3716,3749,3751,3751,3745,3752
3773,3746,3744,3742,3748,3748,3750,3743
3781,501,3745,3768,3767,3759,3757,3762
3770,3743,3745,3747,3751,3748,3745,3745
3773,3749,3745,3752,3751,3746,3750,3744
3771,3763,3747,3752,3755,3756,3756,3752
3769,3756,3751,3749,3747,3747,3748,3750
3780,3751,3752,3753,515,3739,3752,3754
3778,3756,3754,3747,3751,3746,3747,3745
3818,3797,4019,4022,3795,3803,3794,3806
3772,3748,3750,3750,3757,3758,3751,3753
