Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,907,923,875,895,936,906,900,896
B1,866,862,848,873,851,863,868,874
B2,892,886,861,879,887,880,864,883
B3,947,938,968,1294,922,912,945,982
B4,922,887,912,923,909,909,911,930
B5,896,881,888,900,868,893,882,869
B6,940,911,929,915,914,1290,887,938
B7,929,929,897,917,892,932,916,895
B8,869,438,885,911,887,866,874,907
B9,1122,882,917,892,904,931,908,903
B10,876,880,880,880,873,876,863,872
B11,895,909,905,949,908,895,886,895
B12,887,875,884,898,899,875,894,899
B13,874,861,457,896,873,879,866,859
B14,900,902,886,901,899,908,908,890
B15,867,877,877,884,885,905,891,892
