Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,900,926,873,897,930,904,896,899
B1,863,855,855,868,854,862,865,875
B2,893,885,860,879,888,880,866,887
B3,949,936,969,1292,922,910,945,982
B4,922,885,911,923,905,911,912,934
B5,896,881,889,901,869,895,881,868
B6,934,904,924,915,917,1294,886,939
B7,929,926,895,919,891,932,920,896
B8,872,438,879,912,889,867,873,908
B9,1122,880,918,891,903,919,919,903
B10,870,877,878,878,874,880,865,874
B11,897,907,903,944,901,896,888,888
B12,888,871,881,900,886,891,892,901
B13,872,857,447,897,875,870,868,859
B14,899,901,889,903,893,908,907,892
B15,867,881,874,880,880,902,893,889
