Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,898,925,870,912,936,905,900,897
B1,855,860,851,868,850,864,863,874
B2,886,882,862,878,887,881,864,872
B3,951,938,967,1293,923,911,943,984
B4,923,885,914,923,908,908,909,935
B5,896,878,888,900,868,899,882,866
B6,937,905,926,914,918,1292,886,919
B7,930,930,891,919,893,931,916,899
B8,869,438,878,911,891,867,878,907
B9,1119,879,915,882,903,923,906,907
B10,872,882,877,886,875,876,864,873
B11,895,908,903,940,903,893,882,894
B12,889,887,883,898,884,890,886,903
B13,874,859,441,897,875,871,876,859
B14,898,903,884,900,898,908,906,892
B15,859,877,889,880,885,903,891,890
