Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,2449,2440,2379,2422,2446,2433,2445,2431
B1,2421,2410,2397,2383,2386,2392,2411,2417
B2,2432,2436,2385,2406,2418,2407,2403,2442
B3,2497,2434,2448,3799,2444,2417,2439,2432
B4,2424,2392,2415,2390,2417,2405,2410,2426
B5,2467,2409,2436,2426,2417,2434,2407,2420
B6,2473,2391,2437,2421,2399,3798,2406,2419
B7,2428,2433,2411,2421,2423,2408,2422,2386
B8,2444,350,2415,2468,2445,2435,2423,2463
B9,3610,2414,2432,2414,2436,2416,2449,2402
B10,2430,2418,2432,2406,2415,2398,2387,2411
B11,2449,2466,2443,2441,2438,2400,2438,2442
B12,2441,2432,2399,2418,2414,2412,2407,2440
B13,2435,2405,357,2423,2427,2396,2422,2397
B14,2467,2414,2414,2429,2439,2438,2429,2407
B15,2421,2428,2425,2422,2420,2430,2432,2432
