Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1132,1141,1096,1124,1162,1132,1129,1120
B1,1058,1058,1043,1075,1042,1060,1059,1065
B2,1081,1071,1058,1072,1074,1076,1057,1075
B3,1183,1167,1194,1533,1161,1151,1173,1202
B4,1130,1090,1113,1130,1108,1116,1114,1131
B5,1093,1067,1084,1093,1063,1089,1073,1063
B6,1165,1143,1154,1153,1153,1506,1123,1168
B7,1139,1131,1106,1132,1103,1146,1123,1106
B8,1071,415,1073,1106,1084,1069,1070,1097
B9,1370,1097,1109,1113,1110,1128,1114,1113
B10,1071,1077,1073,1083,1068,1079,1061,1071
B11,1111,1121,1114,1165,1117,1118,1100,1112
B12,1084,1069,1080,1090,1082,1093,1081,1097
B13,1073,1057,422,1100,1069,1073,1063,1049
B14,1091,1089,1079,1102,1083,1101,1097,1080
B15,1069,1075,1073,1083,1082,1101,1089,1090
