Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1836,1797,1808,1811,1849,1830,1845,1820
B1,1794,1775,1764,1766,1752,1757,1803,1800
B2,1775,1833,1723,1728,1848,1752,1773,1847
B3,1812,1825,1857,3709,1809,1758,1796,1752
B4,1797,1747,1781,1761,1794,1792,1791,1813
B5,1863,1831,1850,1816,1805,1841,1802,1784
B6,1814,1746,1796,1781,1766,3717,1790,1803
B7,1783,1825,1828,1796,1766,1756,1815,1779
B8,1821,409,1796,1834,1840,1834,1804,1851
B9,3483,1737,1779,1777,1748,1747,1752,1786
B10,1774,1791,1801,1779,1775,1755,1766,1773
B11,1825,1873,1820,1867,1853,1785,1837,1816
B12,1880,1895,1768,1802,1819,1796,1774,1866
B13,1810,1767,415,1844,1806,1781,1783,1744
B14,1833,1786,1799,1801,1841,1819,1837,1759
B15,1777,1823,1828,1811,1854,1813,1844,1831
