Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1024,1045,992,1013,1060,1024,1022,1019
B1,971,964,959,978,957,968,971,980
B2,1000,995,970,993,995,990,976,1000
B3,1076,1060,1086,1406,1042,1039,1068,1099
B4,1042,999,1027,1047,1018,1025,1027,1042
B5,1008,986,997,1009,981,999,989,979
B6,1070,1031,1055,1045,1042,1387,1017,1064
B7,1037,1031,998,1026,997,1039,1022,1003
B8,982,424,984,1017,1000,979,986,1010
B9,1265,1004,1033,1015,1022,1045,1022,1024
B10,980,984,983,986,983,985,972,979
B11,1012,1017,1015,1060,1013,1004,995,1007
B12,1000,982,992,1007,997,999,997,1012
B13,985,973,434,1008,982,982,975,968
B14,1010,1010,989,1024,1000,1016,1019,1001
B15,977,989,982,994,993,1011,999,1001
