Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1031,1043,985,1014,1060,1028,1026,1020
B1,969,963,957,980,956,972,971,982
B2,1003,994,968,991,998,988,976,994
B3,1079,1064,1085,1412,1042,1040,1067,1096
B4,1040,999,1026,1046,1018,1024,1026,1044
B5,1007,983,994,1008,976,999,990,971
B6,1065,1031,1053,1043,1045,1388,1014,1062
B7,1038,1029,999,1026,997,1038,1024,999
B8,975,421,984,1017,998,979,984,1013
B9,1265,1010,1031,1009,1021,1045,1027,1022
B10,978,984,984,985,982,984,972,978
B11,1007,1019,1013,1059,1016,1009,996,1008
B12,1002,983,990,1010,994,1001,997,1013
B13,984,969,434,1010,982,982,978,967
B14,1010,1010,995,1008,1002,1016,1020,1000
B15,976,988,983,990,994,1010,1000,1000
