Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1840,1804,1799,1798,1853,1824,1850,1826
B1,1792,1771,1764,1754,1747,1763,1789,1789
B2,1813,1830,1736,1748,1806,1753,1771,1841
B3,1818,1783,1844,3731,1801,1757,1789,1756
B4,1786,1758,1771,1761,1787,1776,1785,1821
B5,1867,1789,1855,1779,1831,1825,1800,1786
B6,1826,1736,1789,1775,1758,3722,1785,1792
B7,1787,1823,1827,1802,1777,1770,1817,1775
B8,1827,406,1795,1836,1844,1825,1802,1855
B9,3480,1762,1765,1770,1733,1751,1765,1797
B10,1770,1790,1741,1765,1779,1758,1731,1742
B11,1818,1874,1826,1865,1852,1783,1842,1819
B12,1876,1901,1799,1803,1814,1796,1781,1846
B13,1814,1771,416,1841,1816,1783,1786,1724
B14,1836,1801,1788,1794,1835,1832,1836,1758
B15,1786,1817,1834,1811,1848,1797,1851,1836
