Bank,P0,P1,P2,P3,P4,P5,P6,P7
B0,1833,1812,1803,1811,1853,1820,1846,1831
B1,1794,1775,1766,1776,1746,1767,1790,1794
B2,1799,1831,1742,1754,1823,1768,1770,1839
B3,1819,1787,1864,3722,1808,1762,1797,1752
B4,1782,1757,1772,1763,1795,1789,1786,1816
B5,1853,1784,1844,1809,1802,1831,1795,1789
B6,1829,1734,1802,1785,1757,3725,1779,1815
B7,1801,1832,1783,1805,1795,1766,1813,1785
B8,1827,408,1799,1845,1842,1831,1802,1859
B9,3490,1772,1761,1783,1753,1750,1754,1785
B10,1782,1798,1774,1762,1781,1763,1766,1777
B11,1820,1882,1820,1878,1845,1778,1830,1822
B12,1879,1901,1789,1813,1815,1789,1769,1865
B13,1813,1767,413,1841,1820,1786,1786,1752
B14,1843,1802,1794,1795,1829,1821,1840,1759
B15,1789,1813,1829,1798,1856,1815,1855,1828
